Content of this URL:  ftp://ftp.tceq.state.tx.us/pub/WaterResourceManagement/WaterQuality/DataCollection/CleanRivers/public/stations.txt
find record with SiteCode 16051 in database, skip it...
find record with SiteCode 12442 in database, skip it...
find record with SiteCode 12443 in database, skip it...
find record with SiteCode 12450 in database, skip it...
find record with SiteCode 12434 in database, skip it...
find record with SiteCode 15953 in database, skip it...
find record with SiteCode 12435 in database, skip it...
find record with SiteCode 20469 in database, skip it...
find record with SiteCode 12451 in database, skip it...
find record with SiteCode 17276 in database, skip it...
find record with SiteCode 12447 in database, skip it...
find record with SiteCode 12436 in database, skip it...
find record with SiteCode 18755 in database, skip it...
find record with SiteCode 12437 in database, skip it...
find record with SiteCode 17466 in database, skip it...
find record with SiteCode 17275 in database, skip it...
find record with SiteCode 12726 in database, skip it...
find record with SiteCode 16044 in database, skip it...
find record with SiteCode 16063 in database, skip it...
find record with SiteCode 16465 in database, skip it...
find record with SiteCode 13442 in database, skip it...
find record with SiteCode 13440 in database, skip it...
find record with SiteCode 18249 in database, skip it...
find record with SiteCode 18248 in database, skip it...
find record with SiteCode 18283 in database, skip it...
find record with SiteCode 18600 in database, skip it...
find record with SiteCode 17119 in database, skip it...
find record with SiteCode 17118 in database, skip it...
find record with SiteCode 17120 in database, skip it...
find record with SiteCode 13441 in database, skip it...
find record with SiteCode 15003 in database, skip it...
find record with SiteCode 16712 in database, skip it...
find record with SiteCode 13027 in database, skip it...
find record with SiteCode 18500 in database, skip it...
find record with SiteCode 13029 in database, skip it...
find record with SiteCode 13028 in database, skip it...
find record with SiteCode 18499 in database, skip it...
find record with SiteCode 13026 in database, skip it...
find record with SiteCode 16234 in database, skip it...
find record with SiteCode 16237 in database, skip it...
find record with SiteCode 16420 in database, skip it...
find record with SiteCode 18708 in database, skip it...
find record with SiteCode 10656 in database, skip it...
find record with SiteCode 10654 in database, skip it...
find record with SiteCode 18707 in database, skip it...
find record with SiteCode 18706 in database, skip it...
find record with SiteCode 10655 in database, skip it...
find record with SiteCode 11497 in database, skip it...
find record with SiteCode 12089 in database, skip it...
find record with SiteCode 11489 in database, skip it...
find record with SiteCode 17373 in database, skip it...
find record with SiteCode 12077 in database, skip it...
find record with SiteCode 11491 in database, skip it...
find record with SiteCode 11492 in database, skip it...
find record with SiteCode 12080 in database, skip it...
find record with SiteCode 12082 in database, skip it...
find record with SiteCode 12085 in database, skip it...
find record with SiteCode 11493 in database, skip it...
find record with SiteCode 12087 in database, skip it...
find record with SiteCode 11487 in database, skip it...
find record with SiteCode 11485 in database, skip it...
find record with SiteCode 12075 in database, skip it...
find record with SiteCode 12088 in database, skip it...
find record with SiteCode 12084 in database, skip it...
find record with SiteCode 11494 in database, skip it...
find record with SiteCode 11496 in database, skip it...
find record with SiteCode 12078 in database, skip it...
find record with SiteCode 11495 in database, skip it...
find record with SiteCode 11490 in database, skip it...
find record with SiteCode 12086 in database, skip it...
find record with SiteCode 16883 in database, skip it...
find record with SiteCode 11486 in database, skip it...
find record with SiteCode 12079 in database, skip it...
find record with SiteCode 12083 in database, skip it...
find record with SiteCode 12081 in database, skip it...
find record with SiteCode 14373 in database, skip it...
find record with SiteCode 14374 in database, skip it...
find record with SiteCode 13495 in database, skip it...
find record with SiteCode 12076 in database, skip it...
find record with SiteCode 11488 in database, skip it...
find record with SiteCode 14654 in database, skip it...
find record with SiteCode 15485 in database, skip it...
find record with SiteCode 16099 in database, skip it...
find record with SiteCode 18764 in database, skip it...
find record with SiteCode 20351 in database, skip it...
find record with SiteCode 15287 in database, skip it...
find record with SiteCode 18208 in database, skip it...
find record with SiteCode 18532 in database, skip it...
find record with SiteCode 12268 in database, skip it...
find record with SiteCode 16915 in database, skip it...
find record with SiteCode 10006 in database, skip it...
find record with SiteCode 10007 in database, skip it...
find record with SiteCode 15810 in database, skip it...
find record with SiteCode 10005 in database, skip it...
find record with SiteCode 14972 in database, skip it...
find record with SiteCode 16695 in database, skip it...
